farm_id,state,crop,variety,planting_date,area_ha,expected_yield_t_ha,harvest_date,actual_yield_t_ha
FARM-029080,Jigawa,groundnut,GROUNDNUT-V1,2023-06-03,2.22,0.74,2023-09-29,0.88
FARM-047891,Kebbi,groundnut,GROUNDNUT-LOCAL,2024-06-13,4.44,1.14,2024-09-28,1.26
FARM-029860,Adamawa,soybean,SOYBEAN-LOCAL,2023-03-12,0.97,1.15,2023-07-06,1.4
FARM-030185,Sokoto,sorghum,SORGHUM-V3,2022-05-26,1.95,1.12,2022-09-12,1.3
FARM-011427,Ogun,oil_palm,OIL_PALM-V2,2024-05-24,3.34,3.48,2024-08-26,4.4
FARM-012601,Cross River,maize,MAIZE-V1,2024-11-24,3.38,2.31,2025-02-24,2.86
FARM-017938,Katsina,yam,YAM-LOCAL,2022-03-02,4.23,9.23,2022-10-13,6.79
FARM-022692,Plateau,oil_palm,OIL_PALM-LOCAL,2023-06-26,1.28,3.16,2023-09-25,4.07
FARM-035596,Ebonyi,maize,MAIZE-V1,2023-05-04,0.83,2.02,2023-08-18,2.73
FARM-037750,Enugu,soybean,SOYBEAN-V3,2024-06-01,0.86,1.45,2024-09-02,1.39
FARM-010213,Zamfara,cocoa,COCOA-V2,2022-07-23,0.56,0.25,2023-01-29,0.53
FARM-017309,Ekiti,rice,RICE-V3,2023-05-06,1.37,2.85,2023-09-10,1.89
FARM-030748,Kano,cocoa,COCOA-V3,2023-11-18,0.87,0.32,2024-08-12,0.31
FARM-017162,Anambra,cassava,CASSAVA-V1,2023-05-06,3.09,8.78,2024-06-01,8.42
FARM-036467,Abia,sorghum,SORGHUM-V1,2023-07-09,0.7,1.44,2023-10-22,1.13
FARM-049124,Niger,soybean,SOYBEAN-V1,2023-08-25,0.89,1.3,2023-11-24,2.05
FARM-045060,Jigawa,groundnut,GROUNDNUT-V2,2023-06-14,4.14,1.08,2023-09-25,1.75
FARM-028424,Anambra,maize,MAIZE-V3,2024-05-05,1.57,2.44,2024-08-24,2.75
FARM-015130,Borno,oil_palm,OIL_PALM-LOCAL,2023-09-20,0.6,1.25,2023-12-20,1.64
FARM-019333,Ekiti,sorghum,SORGHUM-V3,2024-07-20,1.5,1.51,2024-11-14,1.55
FARM-037539,Adamawa,cocoa,COCOA-LOCAL,2023-11-16,0.35,0.35,2024-11-13,0.22
FARM-010269,Kwara,cocoa,COCOA-V1,2022-06-17,2.47,0.35,2023-05-30,0.55
FARM-018245,Ekiti,yam,YAM-V1,2022-03-28,0.56,12.48,2023-01-01,11.9
FARM-027973,Cross River,soybean,SOYBEAN-V1,2024-04-24,0.59,1.45,2024-08-05,1.55
FARM-010811,Akwa Ibom,maize,MAIZE-V3,2022-05-25,0.72,2.03,2022-09-09,2.51
FARM-023788,Ebonyi,soybean,SOYBEAN-LOCAL,2022-08-11,0.69,1.45,2022-12-04,1.83
FARM-034920,Adamawa,cassava,CASSAVA-V3,2022-02-22,1.82,6.26,2023-01-11,10.17
FARM-001562,Kaduna,yam,YAM-LOCAL,2022-02-06,1.89,11.07,2022-10-07,13.56
FARM-021683,Ondo,sorghum,SORGHUM-V3,2022-07-27,5.72,1.24,2022-11-07,1.38
FARM-047305,Katsina,maize,MAIZE-V1,2024-10-11,0.63,1.65,2025-01-23,2.25
FARM-023625,Ondo,sorghum,SORGHUM-V3,2024-05-19,2.86,1.58,2024-09-03,1.47
FARM-000888,Benue,groundnut,GROUNDNUT-V2,2024-06-11,6.53,1.23,2024-09-20,1.28
FARM-034039,Yobe,cocoa,COCOA-V3,2022-08-25,0.86,0.22,2023-04-28,0.1
FARM-002129,Enugu,cassava,CASSAVA-V3,2024-07-11,5.69,10.66,2025-12-07,9.21
FARM-001128,Cross River,cocoa,COCOA-V1,2023-07-16,0.56,0.42,2024-04-12,0.28
FARM-020089,Benue,maize,MAIZE-V2,2024-05-10,1.14,2.32,2024-09-01,2.33
FARM-013222,Borno,maize,MAIZE-V1,2024-11-04,2.22,0.66,2025-02-02,1.0
FARM-004375,Enugu,soybean,SOYBEAN-V2,2024-07-09,2.36,1.89,2024-10-19,2.11
FARM-043501,Oyo,rice,RICE-LOCAL,2024-06-28,1.5,3.56,2024-11-24,5.85
FARM-002526,Bayelsa,maize,MAIZE-LOCAL,2024-04-13,1.31,2.47,2024-07-30,2.48
FARM-009886,FCT,cocoa,COCOA-LOCAL,2024-02-02,2.38,0.36,2024-10-02,0.24
FARM-005934,Gombe,rice,RICE-V2,2022-05-21,4.19,3.27,2022-09-22,4.08
FARM-034804,Ebonyi,cassava,CASSAVA-LOCAL,2024-02-04,1.01,11.28,2024-12-19,13.2
FARM-032982,Lagos,millet,MILLET-V3,2022-06-26,0.57,1.46,2022-09-30,0.94
FARM-034748,Katsina,groundnut,GROUNDNUT-LOCAL,2023-05-28,5.74,0.9,2023-09-14,1.1
FARM-026154,Osun,sorghum,SORGHUM-V1,2022-06-26,0.54,1.6,2022-10-16,2.21
FARM-032379,Lagos,soybean,SOYBEAN-V1,2023-12-01,0.75,1.94,2024-03-23,1.51
FARM-004106,Niger,sorghum,SORGHUM-V1,2022-07-25,1.95,1.2,2022-11-08,1.3
FARM-030080,Edo,cassava,CASSAVA-V3,2023-08-04,4.35,12.35,2024-11-12,13.5
FARM-012077,Osun,maize,MAIZE-LOCAL,2023-10-22,1.84,2.21,2024-02-03,1.44
FARM-037310,Ogun,rice,RICE-LOCAL,2022-07-01,2.86,3.06,2022-11-14,3.49
FARM-012729,Lagos,sorghum,SORGHUM-V2,2024-07-28,1.34,1.32,2024-12-01,2.26
FARM-042023,Kano,maize,MAIZE-LOCAL,2022-06-10,0.42,1.63,2022-09-08,1.29
FARM-019572,Plateau,groundnut,GROUNDNUT-LOCAL,2024-05-15,0.11,1.17,2024-09-09,1.28
FARM-029829,Bauchi,soybean,SOYBEAN-LOCAL,2024-07-15,1.61,1.39,2024-10-14,0.5
FARM-025955,Akwa Ibom,rice,RICE-V1,2023-05-07,3.12,3.5,2023-09-23,4.49
FARM-025125,Borno,soybean,SOYBEAN-V1,2022-09-22,3.03,0.6,2022-12-25,0.72
FARM-049767,Ogun,cocoa,COCOA-V2,2024-04-04,0.64,0.44,2024-12-30,0.41
FARM-004264,Enugu,cocoa,COCOA-V1,2024-04-24,2.57,0.52,2024-10-21,0.68
FARM-011589,Kwara,cocoa,COCOA-V3,2024-01-16,1.6,0.47,2024-12-18,0.34
FARM-031614,Adamawa,soybean,SOYBEAN-V3,2023-07-21,2.41,1.26,2023-11-06,1.24
FARM-008965,Borno,groundnut,GROUNDNUT-LOCAL,2024-06-16,0.94,0.45,2024-09-18,0.53
FARM-000771,Kebbi,rice,RICE-V3,2023-07-15,1.26,2.65,2023-12-03,3.19
FARM-046177,Plateau,cocoa,COCOA-V1,2023-07-10,1.92,0.4,2024-03-10,0.34
FARM-042778,Anambra,maize,MAIZE-LOCAL,2024-11-06,0.8,2.69,2025-02-24,1.9
FARM-012005,Plateau,groundnut,GROUNDNUT-V1,2022-07-09,1.62,1.55,2022-10-28,1.3
FARM-034326,Plateau,oil_palm,OIL_PALM-V1,2024-01-14,2.86,4.02,2024-04-13,3.75
FARM-020852,Benue,cassava,CASSAVA-V2,2024-04-26,0.76,10.49,2025-02-13,8.71
FARM-018593,Kaduna,groundnut,GROUNDNUT-LOCAL,2023-05-27,4.69,1.38,2023-09-03,1.25
FARM-034217,Edo,maize,MAIZE-V1,2024-04-22,0.63,2.01,2024-07-28,2.19
FARM-022289,Enugu,maize,MAIZE-LOCAL,2024-11-21,2.61,2.58,2025-03-08,3.32
FARM-014667,Zamfara,soybean,SOYBEAN-V1,2024-04-19,0.79,1.14,2024-08-04,2.79
FARM-041607,Akwa Ibom,rice,RICE-V3,2024-06-20,0.84,2.64,2024-11-08,2.25
FARM-049004,Anambra,yam,YAM-V1,2023-03-07,2.14,13.22,2023-12-21,13.79
FARM-042031,Akwa Ibom,cocoa,COCOA-LOCAL,2024-05-02,2.43,0.44,2025-01-19,0.47
FARM-031645,Adamawa,sorghum,SORGHUM-V3,2022-06-27,1.68,1.25,2022-10-26,0.67
FARM-038297,Borno,cassava,CASSAVA-V2,2022-10-13,2.53,4.13,2024-01-29,6.1
FARM-002910,Kebbi,groundnut,GROUNDNUT-V1,2024-06-23,3.05,1.14,2024-10-18,1.47
FARM-036083,Kogi,groundnut,GROUNDNUT-V3,2023-06-16,0.27,1.33,2023-09-23,0.99
FARM-025432,Rivers,oil_palm,OIL_PALM-V3,2023-01-04,1.62,4.61,2023-04-06,4.56
FARM-012981,Kaduna,cocoa,COCOA-V1,2024-01-19,1.68,0.33,2024-09-13,0.4
FARM-022359,Ekiti,cocoa,COCOA-V1,2023-02-25,0.46,0.41,2023-08-29,0.51
FARM-001023,Akwa Ibom,oil_palm,OIL_PALM-V1,2022-11-07,4.28,4.14,2023-02-24,3.08
FARM-040327,Ogun,millet,MILLET-V1,2022-07-16,7.49,1.56,2022-11-01,1.51
FARM-007797,Abia,yam,YAM-V2,2022-03-05,0.2,10.4,2022-10-07,8.98
FARM-006994,Anambra,soybean,SOYBEAN-V2,2022-03-06,2.05,1.51,2022-06-18,1.69
FARM-020636,Ebonyi,yam,YAM-V1,2023-04-26,1.18,12.48,2023-12-21,8.6
FARM-044590,Anambra,maize,MAIZE-V2,2022-11-11,8.88,2.42,2023-02-24,3.35
FARM-049262,Kebbi,oil_palm,OIL_PALM-V2,2022-01-21,3.25,2.39,2022-05-13,4.03
FARM-002260,Enugu,maize,MAIZE-V1,2023-10-24,1.27,1.92,2024-02-03,3.42
FARM-014108,Ebonyi,soybean,SOYBEAN-V3,2023-03-17,0.53,1.56,2023-06-15,1.77
FARM-035833,Gombe,millet,MILLET-LOCAL,2023-07-04,1.92,0.99,2023-10-19,1.21
FARM-043870,Ekiti,cassava,CASSAVA-V2,2022-11-28,0.62,12.26,2024-05-19,13.44
FARM-044238,Niger,oil_palm,OIL_PALM-V3,2023-10-10,1.28,3.84,2024-01-30,5.51
FARM-015084,Jigawa,yam,YAM-V1,2022-02-24,6.63,7.96,2022-11-16,7.71
FARM-042924,Delta,yam,YAM-LOCAL,2024-02-02,1.95,13.05,2024-11-19,12.52
FARM-005183,Gombe,soybean,SOYBEAN-V3,2023-04-20,1.15,1.43,2023-07-22,1.98
FARM-028607,Delta,maize,MAIZE-V1,2023-05-23,0.87,2.71,2023-09-14,2.07
FARM-005947,Edo,groundnut,GROUNDNUT-V2,2024-07-27,2.95,1.62,2024-10-29,1.51
FARM-003561,Jigawa,groundnut,GROUNDNUT-V3,2023-07-16,0.62,1.03,2023-10-31,1.4
FARM-003176,Oyo,oil_palm,OIL_PALM-V2,2024-01-06,1.15,4.3,2024-05-01,5.27
FARM-049821,Gombe,cocoa,COCOA-LOCAL,2023-06-28,2.15,0.48,2024-04-13,0.31
FARM-006902,Sokoto,millet,MILLET-V2,2023-06-24,1.28,0.84,2023-10-17,0.53
FARM-011210,Oyo,maize,MAIZE-V1,2024-11-22,1.28,2.29,2025-03-13,1.76
FARM-009084,Kebbi,cassava,CASSAVA-V3,2023-02-02,2.57,8.85,2024-03-12,8.5
FARM-031877,Jigawa,oil_palm,OIL_PALM-V1,2023-10-08,1.47,2.35,2024-01-21,1.79
FARM-023079,Delta,cocoa,COCOA-V3,2023-06-12,1.52,0.52,2024-02-14,0.79
FARM-004984,Akwa Ibom,millet,MILLET-V1,2022-06-22,1.72,1.17,2022-09-23,0.93
FARM-017434,Katsina,yam,YAM-LOCAL,2022-04-06,0.13,9.16,2023-01-30,8.68
FARM-033260,Enugu,groundnut,GROUNDNUT-V3,2023-06-22,1.44,1.22,2023-09-24,1.75
FARM-011397,Adamawa,millet,MILLET-V2,2022-05-08,1.18,0.87,2022-08-16,0.78
FARM-002270,Kogi,cassava,CASSAVA-V1,2022-04-26,1.93,10.17,2023-08-04,10.1
FARM-007336,Benue,soybean,SOYBEAN-LOCAL,2023-11-16,5.55,1.5,2024-03-04,1.61
FARM-028820,Katsina,sorghum,SORGHUM-V3,2023-06-20,1.45,1.02,2023-09-30,0.5
FARM-021187,Bayelsa,cassava,CASSAVA-V2,2023-03-08,1.21,9.7,2024-04-24,8.43
FARM-015941,Abia,sorghum,SORGHUM-V2,2023-07-15,2.92,1.53,2023-10-26,2.01
FARM-018957,Rivers,sorghum,SORGHUM-V2,2023-07-13,3.02,1.26,2023-10-26,0.95
FARM-021128,Ebonyi,groundnut,GROUNDNUT-V1,2024-06-11,1.46,1.52,2024-09-16,1.74
FARM-013538,Nasarawa,millet,MILLET-V3,2022-05-15,1.27,1.21,2022-08-24,1.02
FARM-040023,Rivers,millet,MILLET-V1,2024-06-16,2.74,1.47,2024-09-26,0.65
FARM-048122,Delta,cassava,CASSAVA-LOCAL,2023-09-10,0.97,10.35,2024-06-13,10.6
FARM-022108,Nasarawa,oil_palm,OIL_PALM-LOCAL,2023-11-12,8.25,4.17,2024-03-05,4.41
FARM-011078,Niger,millet,MILLET-V3,2023-06-16,1.38,1.14,2023-10-12,1.59
FARM-001704,Ondo,soybean,SOYBEAN-LOCAL,2023-10-07,1.92,1.46,2024-01-16,2.04
FARM-007454,Niger,groundnut,GROUNDNUT-LOCAL,2024-07-20,0.29,1.36,2024-10-29,1.97
FARM-029311,Kano,rice,RICE-V2,2022-06-27,1.75,2.73,2022-11-06,2.38
FARM-009541,Kano,groundnut,GROUNDNUT-V1,2023-07-11,1.72,1.07,2023-10-19,1.19
FARM-036895,Imo,rice,RICE-V2,2024-07-04,2.66,2.73,2024-11-27,3.3
FARM-036878,Gombe,maize,MAIZE-V1,2022-04-22,0.66,1.88,2022-07-22,1.71
FARM-032582,Kano,rice,RICE-V3,2024-05-15,1.54,2.1,2024-09-25,2.13
FARM-041970,Adamawa,rice,RICE-V3,2023-06-28,0.27,2.0,2023-11-19,2.21
FARM-039444,Delta,cassava,CASSAVA-LOCAL,2024-04-14,4.09,11.71,2025-08-02,11.64
FARM-008092,Anambra,sorghum,SORGHUM-V1,2024-05-05,2.39,1.3,2024-09-06,1.89
FARM-040224,Sokoto,rice,RICE-LOCAL,2023-05-20,1.44,2.09,2023-09-28,1.0
FARM-004392,Ogun,maize,MAIZE-V3,2023-11-26,0.94,2.66,2024-02-25,2.85
FARM-024320,Enugu,millet,MILLET-LOCAL,2024-06-19,0.42,1.08,2024-09-27,0.95
FARM-026100,Kebbi,yam,YAM-V3,2022-03-27,0.67,10.18,2022-12-16,7.75
FARM-013044,Kwara,cocoa,COCOA-V2,2022-10-03,0.54,0.4,2023-07-07,0.34
FARM-038134,Abia,rice,RICE-V1,2023-07-14,1.26,2.96,2023-12-10,1.0
FARM-038263,Kaduna,millet,MILLET-V3,2023-06-18,0.76,0.97,2023-10-10,0.94
FARM-044662,Anambra,rice,RICE-V2,2023-07-12,0.85,2.66,2023-12-01,1.79
FARM-045930,Zamfara,oil_palm,OIL_PALM-LOCAL,2024-09-27,1.14,2.09,2025-01-21,1.0
FARM-000643,Kwara,soybean,SOYBEAN-V2,2024-08-26,3.03,1.32,2024-12-18,1.57
FARM-048664,Jigawa,cocoa,COCOA-V1,2022-03-20,0.9,0.33,2022-12-06,0.44
FARM-023369,Ekiti,soybean,SOYBEAN-V1,2023-07-27,1.49,1.6,2023-11-17,1.57
FARM-000199,Kwara,yam,YAM-V2,2023-03-18,0.76,10.59,2023-12-13,13.1
FARM-000584,Plateau,yam,YAM-LOCAL,2023-04-02,0.33,12.21,2023-11-13,8.85
FARM-020064,Katsina,groundnut,GROUNDNUT-V2,2022-06-27,0.71,0.89,2022-10-08,0.67
FARM-004196,Bauchi,cocoa,COCOA-V2,2022-12-01,4.79,0.36,2023-11-21,0.21
FARM-027218,Ebonyi,sorghum,SORGHUM-V1,2022-06-01,0.85,1.35,2022-09-24,2.37
FARM-011289,Ogun,cocoa,COCOA-V3,2024-10-09,2.08,0.48,2025-08-13,0.3
FARM-008824,Nasarawa,cocoa,COCOA-V2,2022-04-19,1.06,0.39,2022-11-22,0.66
FARM-044125,Abia,rice,RICE-V3,2022-07-05,0.35,3.46,2022-11-08,4.5
FARM-012790,Ondo,soybean,SOYBEAN-V3,2024-12-04,1.24,1.95,2025-03-28,1.44
FARM-034627,FCT,maize,MAIZE-V1,2023-10-19,0.51,1.99,2024-02-12,2.35
FARM-000277,Delta,rice,RICE-V2,2023-05-06,0.42,3.61,2023-09-06,2.81
FARM-006159,Ebonyi,soybean,SOYBEAN-LOCAL,2022-06-22,1.03,1.7,2022-10-18,1.22
FARM-005385,Katsina,cocoa,COCOA-LOCAL,2024-09-01,2.08,0.24,2025-03-07,0.1
FARM-005369,Borno,millet,MILLET-LOCAL,2024-05-12,0.35,0.4,2024-08-26,1.28
FARM-009381,Kwara,sorghum,SORGHUM-V1,2024-06-24,0.49,1.15,2024-10-14,1.49
FARM-023567,Ogun,soybean,SOYBEAN-LOCAL,2022-03-01,1.19,1.45,2022-06-01,1.33
FARM-002233,Zamfara,yam,YAM-V2,2024-04-04,3.14,8.53,2025-01-15,10.65
FARM-015491,Bayelsa,rice,RICE-V1,2023-07-03,3.1,2.74,2023-11-15,1.6
FARM-001663,Ekiti,millet,MILLET-V1,2022-07-24,1.08,1.26,2022-11-06,0.8
FARM-040059,Kwara,cocoa,COCOA-LOCAL,2022-02-02,0.73,0.46,2022-08-02,0.47
FARM-003712,Kano,cocoa,COCOA-LOCAL,2023-06-04,3.0,0.34,2024-05-16,0.78
FARM-017204,Lagos,maize,MAIZE-LOCAL,2024-06-05,0.97,2.7,2024-09-22,2.52
FARM-012314,Abia,oil_palm,OIL_PALM-V2,2023-02-26,1.56,3.1,2023-06-20,2.8
FARM-048630,Delta,millet,MILLET-V2,2022-06-22,0.84,1.37,2022-10-03,0.97
FARM-012930,Akwa Ibom,cocoa,COCOA-LOCAL,2022-11-09,1.18,0.48,2023-08-03,0.22
FARM-030405,Ondo,yam,YAM-V3,2024-02-18,1.15,11.41,2024-11-07,7.35
FARM-032927,Ondo,groundnut,GROUNDNUT-LOCAL,2023-06-13,0.91,1.26,2023-09-28,1.01
FARM-016515,Nasarawa,cassava,CASSAVA-V1,2022-05-14,1.19,10.43,2023-04-07,11.45
FARM-033671,Adamawa,rice,RICE-V2,2022-07-08,3.45,1.78,2022-11-18,1.0
FARM-024053,Imo,groundnut,GROUNDNUT-V3,2022-07-14,1.59,1.47,2022-10-15,1.24
FARM-015220,Bayelsa,yam,YAM-V1,2023-02-07,4.76,10.67,2023-10-10,7.65
FARM-036475,Kwara,rice,RICE-V3,2022-07-15,1.56,2.67,2022-11-14,2.11
FARM-011460,Ogun,maize,MAIZE-LOCAL,2024-04-05,0.56,2.69,2024-07-17,1.16
FARM-033426,Bayelsa,groundnut,GROUNDNUT-LOCAL,2024-06-03,2.15,1.31,2024-09-04,1.63
FARM-011679,Kebbi,cocoa,COCOA-V3,2023-09-14,2.74,0.33,2024-08-30,0.26
FARM-035613,Niger,millet,MILLET-LOCAL,2024-06-24,1.32,1.22,2024-10-15,2.0
FARM-019327,Taraba,rice,RICE-V3,2023-07-19,0.7,2.32,2023-12-09,2.14
FARM-047909,FCT,cassava,CASSAVA-LOCAL,2024-10-15,1.22,10.51,2026-03-20,10.33
FARM-021367,Bauchi,cassava,CASSAVA-V1,2023-05-01,1.77,10.28,2024-02-13,9.22
FARM-035579,Niger,cocoa,COCOA-V2,2022-07-02,0.32,0.38,2023-03-12,0.39
FARM-008548,Niger,oil_palm,OIL_PALM-LOCAL,2024-05-22,1.0,3.79,2024-09-16,3.72
FARM-002942,Delta,cassava,CASSAVA-V1,2022-11-05,0.89,11.46,2023-11-01,11.32
FARM-027431,Kaduna,maize,MAIZE-V1,2024-04-21,4.26,2.01,2024-08-01,2.93
FARM-011537,Yobe,sorghum,SORGHUM-V2,2022-05-15,1.54,0.7,2022-09-16,1.29
FARM-004348,Katsina,yam,YAM-V2,2023-02-15,3.21,8.35,2023-11-30,5.0
FARM-020115,Gombe,yam,YAM-V3,2024-03-05,3.49,9.5,2024-12-13,11.89
FARM-045980,Bayelsa,sorghum,SORGHUM-V3,2024-05-22,0.53,1.81,2024-09-05,2.37
FARM-026195,Cross River,soybean,SOYBEAN-LOCAL,2023-04-22,0.45,1.96,2023-07-28,2.37
FARM-006084,Ekiti,oil_palm,OIL_PALM-V2,2022-11-15,0.96,4.0,2023-02-23,3.3
FARM-034050,Yobe,yam,YAM-V1,2023-04-17,0.26,5.23,2024-01-23,5.0
FARM-015117,Borno,soybean,SOYBEAN-V3,2022-06-18,0.78,0.61,2022-09-25,0.57
FARM-008962,Anambra,millet,MILLET-V3,2023-05-14,3.18,1.22,2023-09-05,1.33
FARM-038190,Katsina,cassava,CASSAVA-V1,2022-03-23,8.54,7.4,2023-04-09,8.12
FARM-037226,Yobe,maize,MAIZE-V2,2024-10-24,2.48,1.07,2025-01-27,1.44
FARM-002254,Delta,cassava,CASSAVA-V1,2022-08-03,3.92,12.24,2023-06-12,13.11
FARM-011019,Kaduna,maize,MAIZE-V2,2023-06-17,0.84,2.32,2023-09-22,2.2
FARM-004794,Kogi,oil_palm,OIL_PALM-V3,2024-09-02,1.18,2.92,2024-12-17,3.73
FARM-039977,Katsina,millet,MILLET-V2,2022-05-16,3.26,0.93,2022-08-24,0.79
FARM-007428,Edo,yam,YAM-V2,2022-03-21,4.98,10.96,2022-12-18,7.53
FARM-003101,Jigawa,maize,MAIZE-V3,2024-11-14,0.91,1.39,2025-02-12,0.67
FARM-024305,Bauchi,groundnut,GROUNDNUT-V3,2022-05-03,1.36,1.45,2022-08-18,1.06
FARM-006143,Enugu,sorghum,SORGHUM-V2,2024-06-20,0.55,1.62,2024-09-30,1.74
FARM-045807,Imo,cassava,CASSAVA-LOCAL,2024-10-25,2.27,11.96,2025-11-13,12.18
FARM-000517,Ebonyi,cassava,CASSAVA-LOCAL,2024-04-11,0.76,12.13,2025-06-15,14.39
FARM-040064,Jigawa,oil_palm,OIL_PALM-V2,2023-05-23,3.99,2.0,2023-08-28,1.3
FARM-001008,Enugu,millet,MILLET-V2,2023-07-23,3.99,1.46,2023-11-08,1.33
FARM-041889,Lagos,groundnut,GROUNDNUT-V2,2024-06-12,5.25,1.39,2024-09-19,1.43
FARM-048526,Ekiti,millet,MILLET-LOCAL,2022-06-09,1.2,1.43,2022-09-09,1.28
FARM-018611,FCT,millet,MILLET-V1,2022-06-09,1.9,1.15,2022-10-04,1.01
FARM-021426,Anambra,yam,YAM-V2,2023-02-20,3.78,10.1,2023-09-25,14.02
FARM-020662,Benue,rice,RICE-V1,2022-07-16,2.78,2.49,2022-12-10,1.45
FARM-017730,Plateau,sorghum,SORGHUM-LOCAL,2023-05-07,0.64,1.36,2023-08-29,1.61
FARM-028284,Adamawa,sorghum,SORGHUM-V1,2022-07-15,9.01,1.13,2022-10-31,0.84
FARM-043188,Edo,soybean,SOYBEAN-LOCAL,2022-09-14,5.72,1.48,2022-12-21,1.37
FARM-000585,Anambra,cocoa,COCOA-V2,2023-05-08,0.67,0.43,2023-11-29,0.63
FARM-027213,Edo,cassava,CASSAVA-V3,2023-02-19,1.15,9.89,2024-07-26,10.43
FARM-003397,Ondo,groundnut,GROUNDNUT-V1,2023-05-07,2.69,1.7,2023-09-02,1.98
FARM-030704,Kogi,sorghum,SORGHUM-V2,2024-05-23,0.43,1.42,2024-09-22,1.55
FARM-047653,Edo,cassava,CASSAVA-V1,2024-05-03,0.46,10.3,2025-02-23,10.41
FARM-009728,FCT,groundnut,GROUNDNUT-V1,2023-07-22,0.24,1.18,2023-11-02,1.19
FARM-037398,Ogun,oil_palm,OIL_PALM-V3,2023-06-20,0.67,3.13,2023-10-11,3.12
FARM-036345,Taraba,cassava,CASSAVA-LOCAL,2024-05-26,1.12,9.63,2025-09-15,13.27
FARM-012377,Osun,oil_palm,OIL_PALM-V2,2023-01-04,1.37,4.61,2023-04-14,5.06
FARM-028951,Kebbi,sorghum,SORGHUM-LOCAL,2024-05-18,6.0,1.22,2024-09-03,0.35
FARM-007264,Kwara,cocoa,COCOA-V3,2022-07-06,1.29,0.41,2023-06-13,0.56
FARM-048886,Osun,oil_palm,OIL_PALM-LOCAL,2024-08-05,0.26,3.57,2024-12-01,1.96
FARM-008629,Kogi,yam,YAM-LOCAL,2023-03-27,1.81,12.05,2023-12-24,8.26
FARM-025183,Bauchi,yam,YAM-V1,2024-02-13,0.62,12.27,2024-12-01,15.09
FARM-021700,Nasarawa,sorghum,SORGHUM-LOCAL,2022-07-08,1.59,1.21,2022-10-31,1.3
FARM-026535,Borno,soybean,SOYBEAN-LOCAL,2024-05-22,2.17,0.48,2024-08-31,0.5
FARM-033570,Bayelsa,millet,MILLET-V2,2022-06-14,0.91,1.07,2022-09-23,1.18
FARM-046003,Enugu,oil_palm,OIL_PALM-V2,2023-08-27,1.78,3.57,2023-12-18,4.99
FARM-018971,Edo,maize,MAIZE-LOCAL,2022-06-23,0.32,2.67,2022-10-18,2.77
FARM-046455,Ondo,maize,MAIZE-V2,2022-04-05,1.48,2.63,2022-08-01,3.71
FARM-044206,Niger,millet,MILLET-V1,2024-07-22,0.68,1.12,2024-10-26,0.82
FARM-047726,Imo,oil_palm,OIL_PALM-LOCAL,2023-08-08,3.35,3.09,2023-11-16,4.06
FARM-043332,Edo,soybean,SOYBEAN-LOCAL,2022-10-10,10.21,1.67,2023-01-19,1.74
FARM-001816,Kebbi,cassava,CASSAVA-LOCAL,2024-05-11,1.14,7.21,2025-10-14,4.73
FARM-043670,Rivers,cocoa,COCOA-LOCAL,2022-09-22,3.45,0.39,2023-08-09,0.16
FARM-039831,FCT,maize,MAIZE-V2,2022-04-27,1.32,2.16,2022-08-06,2.09
FARM-002159,Rivers,cocoa,COCOA-V3,2024-06-03,13.66,0.4,2025-02-02,0.21
FARM-006234,Enugu,oil_palm,OIL_PALM-V2,2023-03-19,1.06,3.6,2023-07-03,4.24
FARM-000012,Delta,cocoa,COCOA-LOCAL,2024-07-20,0.86,0.36,2025-05-10,0.39
FARM-015169,Kano,oil_palm,OIL_PALM-V2,2022-03-14,1.17,2.79,2022-07-08,3.23
FARM-011987,Edo,rice,RICE-V3,2024-05-26,2.19,3.4,2024-10-06,3.48
FARM-021815,Ogun,soybean,SOYBEAN-LOCAL,2022-06-03,1.1,1.42,2022-09-08,1.28
FARM-014075,Gombe,groundnut,GROUNDNUT-V1,2024-05-23,1.98,1.46,2024-09-09,2.07
FARM-041406,Kogi,rice,RICE-LOCAL,2022-07-09,0.31,3.05,2022-11-20,3.58
FARM-034110,FCT,oil_palm,OIL_PALM-V3,2024-02-28,2.32,3.64,2024-06-20,3.93
FARM-011781,Kaduna,cassava,CASSAVA-V3,2023-10-12,0.91,10.31,2024-09-07,7.92
FARM-047901,Jigawa,sorghum,SORGHUM-LOCAL,2023-06-18,1.59,0.87,2023-10-01,0.71
FARM-040434,Taraba,rice,RICE-V3,2024-05-11,1.2,2.64,2024-09-11,3.23
FARM-015770,Niger,oil_palm,OIL_PALM-LOCAL,2023-01-24,0.32,3.02,2023-04-30,3.08
FARM-032334,Sokoto,maize,MAIZE-V3,2024-05-05,1.42,1.98,2024-08-29,1.41
FARM-049566,Jigawa,oil_palm,OIL_PALM-V2,2024-08-10,2.71,2.41,2024-11-23,1.16
FARM-000440,Edo,maize,MAIZE-V3,2022-11-14,0.56,2.29,2023-02-13,2.49
FARM-030376,Abia,rice,RICE-LOCAL,2024-05-13,0.49,3.59,2024-10-09,3.19
FARM-016999,Plateau,oil_palm,OIL_PALM-V2,2022-07-26,1.23,3.94,2022-11-01,6.79
FARM-034691,Abia,soybean,SOYBEAN-V1,2023-03-09,3.64,1.84,2023-06-17,1.64
FARM-044738,Osun,cocoa,COCOA-V2,2023-07-19,1.09,0.44,2024-04-06,0.45
