N,P,K,temperature,humidity,ph,rainfall,soil_texture,label
1284.88,16.49,143.45,24.62,82.74,6.35,260.14,Loamy,rice
244.15,7.41,74.31,27.13,42.38,5.56,42.47,Sandy,millet
795.11,20.28,160.35,27.45,66.14,6.13,84.77,Sandy,maize
595.15,10.06,209.68,28.83,60.01,5.84,196.59,Loamy,cassava
652.9,14.38,241.05,27.6,90.58,6.22,256.83,Clay,oil_palm
894.17,24.51,90.71,22.52,80.08,6.84,263.51,Clay,rice
1037.4,12.15,111.9,22.69,74.65,6.88,73.11,Loamy,maize
458.16,7.71,70.68,29.86,57.04,7.14,46.34,Loamy,sorghum
575.24,16.54,273.98,25.01,79.21,5.99,238.4,Loamy,cocoa
331.06,15.16,268.13,26.1,77.38,6.17,204.35,Sandy,cassava
292.3,3.76,73.06,31.84,39.76,6.31,79.88,Loamy,millet
1280.92,29.4,76.33,24.24,84.5,6.09,202.49,Clay,rice
795.73,24.77,65.41,25.5,78.02,6.3,244.88,Clay,rice
752.72,16.16,122.56,23.15,78.07,5.29,284.54,Clay,rice
520.03,15.89,202.43,26.03,86.5,5.86,273.08,Sandy,cocoa
515.17,20.33,214.75,29.27,74.35,5.66,180.67,Loamy,yam
981.68,22.17,187.94,25.83,86.75,6.46,256.37,Clay,cocoa
711.94,19.94,112.87,22.37,74.3,5.77,88.4,Loamy,maize
324.05,8.4,34.78,27.45,50.25,6.58,49.64,Loamy,millet
660.04,20.07,227.68,25.82,75.27,6.57,172.76,Sandy,yam
924.13,20.44,317.44,30.89,85.47,4.87,261.49,Clay,oil_palm
525.12,11.85,184.01,23.35,81.22,6.6,291.58,Loamy,cocoa
246.73,10.55,30.96,35.02,26.92,7.11,64.55,Clay,millet
717.84,24.45,311.71,28.44,82.73,6.05,273.76,Sandy,oil_palm
499.9,10.69,53.15,28.36,33.91,6.44,51.99,Sandy,sorghum
759.61,16.07,230.53,29.1,83.31,6.12,291.56,Clay,oil_palm
1090.81,21.57,124.15,19.47,57.8,6.57,103.1,Loamy,maize
1082.2,19.85,109.32,21.92,71.61,5.73,69.03,Loamy,maize
937.04,20.46,217.23,26.02,87.15,6.28,271.79,Loamy,cocoa
302.55,3.33,88.74,28.26,28.2,6.04,57.96,Sandy,millet
281.84,5.48,90.74,32.62,54.05,5.61,63.43,Sandy,sorghum
717.59,19.28,138.58,26.23,62.26,6.89,62.35,Loamy,maize
257.04,9.06,49.95,27.75,32.43,6.9,48.88,Loamy,millet
956.83,24.18,225.24,31.65,90.7,6.18,265.86,Clay,oil_palm
346.21,6.16,65.7,30.99,55.18,6.89,89.88,Sandy,sorghum
243.81,9.99,41.04,31.29,36.0,7.5,69.68,Sandy,millet
405.52,9.46,48.76,26.66,59.59,7.19,66.39,Sandy,sorghum
323.41,10.97,75.41,31.05,41.43,7.28,79.59,Sandy,sorghum
749.58,17.47,169.55,22.03,74.8,5.79,92.94,Loamy,maize
226.23,4.38,52.62,33.39,47.19,5.63,72.55,Sandy,millet
517.21,9.7,251.94,27.12,71.9,6.32,195.57,Sandy,cassava
748.98,27.42,110.2,22.63,80.74,5.41,284.73,Loamy,rice
257.6,3.79,48.06,31.82,31.52,6.87,56.06,Loamy,millet
787.03,20.34,143.51,23.84,66.87,6.9,66.84,Loamy,maize
436.98,7.01,245.39,25.26,61.61,5.71,159.32,Loamy,cassava
649.62,25.06,253.91,31.78,85.57,4.63,278.29,Sandy,oil_palm
1075.73,26.58,103.52,20.48,79.68,6.64,278.6,Sandy,rice
788.61,22.47,130.53,23.52,61.73,5.81,103.65,Loamy,maize
693.61,24.76,152.61,19.11,57.41,5.71,81.07,Clay,maize
259.77,6.84,46.92,29.74,34.62,7.74,42.91,Sandy,millet
466.71,11.03,53.44,31.43,34.51,8.24,93.04,Loamy,sorghum
1163.7,10.75,145.87,21.1,66.74,6.36,68.77,Clay,maize
1190.38,23.16,89.19,23.42,80.58,6.15,295.54,Clay,rice
661.61,13.64,251.82,29.9,79.52,6.62,207.47,Loamy,yam
545.44,11.96,292.64,27.78,68.46,5.98,219.65,Loamy,cassava
539.17,11.59,77.96,34.38,30.96,7.86,89.14,Loamy,sorghum
994.46,12.09,280.71,29.36,87.32,5.31,271.36,Loamy,oil_palm
626.14,13.0,274.73,28.91,87.27,5.13,283.35,Clay,oil_palm
216.72,8.33,72.05,35.54,47.55,7.38,71.46,Sandy,millet
570.85,6.08,265.52,25.71,69.29,5.8,157.61,Loamy,cassava
516.68,17.06,183.81,29.86,79.27,6.64,186.3,Loamy,cassava
929.45,27.67,257.83,29.88,79.25,5.09,262.07,Clay,oil_palm
311.01,6.09,205.76,29.07,63.82,5.9,140.67,Loamy,cassava
767.19,9.45,88.35,18.41,67.48,5.63,61.06,Sandy,maize
736.76,16.69,85.76,26.62,66.49,5.54,107.21,Loamy,maize
540.11,17.19,279.7,29.31,61.68,6.42,196.67,Loamy,yam
686.25,8.71,274.23,27.37,87.15,6.6,296.15,Loamy,cocoa
289.39,7.76,33.83,29.32,51.67,7.19,88.76,Sandy,millet
294.11,4.77,38.88,31.58,33.0,6.47,83.11,Sandy,millet
1181.75,18.91,130.31,24.98,56.74,6.56,90.03,Sandy,maize
339.51,8.53,65.0,32.19,44.17,6.83,70.05,Sandy,millet
1068.08,11.31,306.46,30.46,90.03,5.35,251.01,Clay,oil_palm
438.91,9.76,201.78,27.92,62.19,6.55,180.56,Sandy,cassava
512.25,11.19,257.69,25.03,66.49,5.8,184.79,Loamy,yam
898.35,21.98,117.43,19.82,69.95,6.75,75.94,Loamy,maize
836.38,17.29,312.55,24.62,79.62,6.04,290.32,Loamy,cocoa
302.78,6.06,75.62,35.04,37.33,7.01,77.94,Sandy,millet
463.03,11.87,178.52,31.53,65.84,6.14,186.14,Loamy,cassava
788.89,16.17,319.04,27.82,74.32,5.86,164.07,Loamy,yam
510.64,14.73,64.57,28.81,50.76,6.77,98.01,Sandy,sorghum
364.01,11.08,284.78,31.26,62.14,6.18,183.87,Sandy,cassava
774.74,18.05,105.02,27.63,69.97,6.73,67.01,Loamy,maize
232.96,4.5,75.09,35.7,45.79,5.92,35.93,Sandy,millet
1085.04,19.22,84.07,27.01,63.95,6.86,73.62,Loamy,maize
753.54,11.9,231.4,25.47,79.84,4.73,277.33,Loamy,oil_palm
602.22,24.49,301.58,26.32,84.87,6.62,269.52,Loamy,cocoa
872.05,27.75,324.14,30.85,81.54,4.73,291.4,Loamy,oil_palm
628.73,13.5,237.59,29.59,65.45,5.83,156.77,Loamy,yam
475.66,17.76,174.25,31.03,55.23,5.37,219.81,Loamy,cassava
767.02,16.6,224.64,30.09,88.42,6.17,268.11,Sandy,oil_palm
693.66,10.02,243.01,24.62,83.65,6.74,239.15,Loamy,cocoa
913.42,12.45,278.89,25.29,91.11,6.3,292.57,Clay,oil_palm
704.28,14.27,306.0,28.25,60.78,5.83,191.88,Loamy,yam
654.2,27.13,308.43,27.69,85.98,6.16,282.3,Loamy,oil_palm
1010.54,17.0,127.42,27.5,60.38,6.19,65.89,Clay,maize
1083.12,27.41,83.11,22.13,81.71,7.35,260.15,Clay,rice
820.09,13.54,112.05,23.37,83.13,6.81,233.65,Clay,rice
801.76,18.94,209.73,25.37,86.01,5.85,276.57,Clay,oil_palm
784.6,14.49,246.3,29.05,69.09,6.34,170.92,Loamy,yam
794.34,10.42,225.77,26.67,62.29,6.46,156.64,Loamy,yam
919.6,10.4,236.47,26.36,86.95,5.76,297.38,Clay,oil_palm
616.53,12.72,313.23,25.06,75.53,6.52,163.8,Loamy,yam
603.77,24.67,238.54,23.22,79.97,5.85,236.15,Clay,cocoa
993.19,19.73,94.22,20.61,80.45,7.5,275.19,Clay,rice
211.94,9.58,70.99,27.87,25.91,7.64,37.15,Loamy,millet
220.71,7.82,49.57,35.34,27.04,7.39,86.74,Loamy,millet
1052.96,10.33,331.0,25.06,82.24,5.86,288.34,Clay,oil_palm
1108.14,23.91,73.72,24.3,83.78,6.64,202.24,Clay,rice
247.96,7.02,66.62,29.05,42.3,5.8,70.39,Sandy,millet
438.28,16.03,205.39,29.66,70.88,5.62,165.5,Loamy,yam
465.11,6.42,86.48,35.5,54.62,5.63,85.03,Loamy,millet
601.96,11.18,208.74,25.55,89.59,5.54,297.98,Loamy,oil_palm
630.52,9.19,212.2,23.48,82.74,6.86,290.11,Loamy,cocoa
775.43,11.71,286.0,29.65,74.04,6.34,198.16,Loamy,yam
346.71,4.75,60.28,32.83,29.9,5.83,78.8,Sandy,millet
813.77,24.09,297.65,27.88,84.92,5.1,283.65,Clay,oil_palm
914.85,11.17,97.33,26.69,60.54,6.82,107.42,Sandy,maize
1116.44,19.05,168.77,27.27,70.91,6.49,102.23,Sandy,maize
602.49,9.82,267.06,31.25,72.14,5.29,201.32,Loamy,cassava
1222.58,28.62,106.72,25.61,79.42,6.67,290.17,Loamy,rice
409.58,9.9,109.25,31.34,43.94,6.38,65.57,Sandy,sorghum
654.06,10.01,231.45,26.66,79.01,5.6,206.29,Loamy,yam
1221.17,14.72,123.81,21.22,80.61,6.91,278.29,Clay,rice
1122.88,20.59,124.84,23.9,73.59,6.34,106.26,Loamy,maize
570.56,11.0,208.68,25.4,77.9,5.96,172.13,Sandy,yam
918.7,27.4,218.92,26.34,81.33,4.6,276.88,Loamy,oil_palm
223.36,6.21,52.01,27.62,54.0,5.76,84.27,Sandy,millet
1236.46,13.27,88.02,22.42,84.86,5.47,199.47,Loamy,rice
328.68,6.66,296.4,26.68,74.92,5.45,219.77,Loamy,cassava
743.63,17.05,272.64,23.07,78.76,6.16,230.97,Loamy,cocoa
323.06,9.26,271.67,27.98,64.94,5.18,165.11,Sandy,cassava
320.22,11.47,43.07,30.4,33.66,7.35,75.14,Sandy,sorghum
292.15,6.13,40.09,26.01,46.49,6.19,48.79,Loamy,sorghum
438.18,3.41,73.04,33.46,43.78,7.24,83.04,Sandy,millet
523.73,13.78,230.99,29.12,75.84,6.26,163.52,Loamy,yam
580.34,22.0,185.64,25.03,75.92,5.83,245.45,Clay,cocoa
663.78,11.51,271.04,30.72,62.82,5.15,161.17,Sandy,cassava
997.51,13.94,141.59,21.53,72.81,6.81,60.55,Sandy,maize
500.33,21.96,264.49,25.15,80.47,6.26,282.49,Sandy,cocoa
967.54,18.43,108.02,22.14,79.3,6.05,288.74,Loamy,rice
386.49,4.8,76.02,34.43,48.75,5.73,56.89,Loamy,sorghum
790.63,13.62,144.1,26.15,78.85,7.08,240.62,Loamy,rice
782.55,13.45,120.9,20.86,56.22,6.64,74.72,Loamy,maize
750.64,15.78,235.01,25.5,88.25,5.81,250.11,Loamy,cocoa
928.03,23.08,117.46,27.74,70.78,6.54,103.69,Loamy,maize
1165.96,11.47,69.62,23.52,81.02,5.4,244.9,Loamy,rice
980.75,24.51,226.82,23.52,77.15,6.02,282.17,Loamy,cocoa
719.09,17.82,290.23,24.7,81.63,6.39,292.82,Loamy,cocoa
278.37,7.41,90.01,29.82,41.61,6.14,85.18,Loamy,sorghum
448.57,7.15,68.33,28.76,41.49,7.72,74.64,Sandy,sorghum
875.86,24.05,345.18,27.56,85.77,5.65,288.56,Loamy,oil_palm
436.76,6.31,48.41,33.29,56.63,5.81,99.77,Sandy,sorghum
875.13,14.79,311.39,26.46,85.53,5.87,248.82,Loamy,cocoa
661.46,11.97,292.74,25.62,74.45,5.96,210.11,Clay,yam
1297.8,10.12,131.59,24.46,82.22,7.27,282.27,Loamy,rice
422.05,8.91,92.55,30.66,35.07,6.86,73.88,Sandy,sorghum
853.07,25.16,347.0,25.18,90.55,4.93,261.43,Sandy,oil_palm
380.21,8.66,67.56,33.54,56.07,7.85,60.83,Sandy,sorghum
762.96,29.3,68.61,20.44,81.8,5.65,280.44,Clay,rice
719.8,19.75,135.44,18.74,64.25,5.84,73.43,Loamy,maize
837.07,20.89,119.84,23.23,81.92,6.16,288.35,Clay,rice
526.44,10.99,257.19,27.88,67.56,5.87,141.81,Clay,yam
357.14,11.2,156.74,28.53,73.45,6.45,187.75,Loamy,cassava
769.32,10.48,242.87,28.68,79.72,5.84,161.15,Loamy,yam
548.26,9.74,170.14,26.57,71.21,5.41,215.13,Loamy,cassava
999.33,27.36,109.2,24.31,81.96,6.64,241.52,Loamy,rice
658.6,17.44,150.37,20.81,59.85,6.1,105.71,Sandy,maize
444.32,10.72,76.14,32.22,35.79,5.94,85.17,Sandy,millet
453.51,3.36,58.51,34.8,29.07,6.17,62.83,Sandy,millet
763.82,8.13,241.17,28.77,64.89,6.0,205.83,Loamy,yam
513.35,10.66,231.99,27.6,69.94,5.3,205.2,Sandy,cassava
587.56,9.98,292.76,27.23,78.78,6.02,231.58,Loamy,cocoa
869.83,23.72,332.25,30.18,91.07,4.94,279.29,Clay,oil_palm
407.21,19.31,249.28,28.24,74.92,6.63,155.11,Loamy,yam
405.16,11.73,51.8,32.14,44.87,7.43,80.08,Sandy,millet
639.03,23.72,81.44,22.55,65.23,5.88,109.22,Loamy,maize
540.06,9.27,61.92,31.52,56.42,7.27,54.57,Loamy,sorghum
409.0,12.56,236.22,27.77,79.24,5.9,202.17,Loamy,yam
1156.61,16.74,146.66,22.57,84.6,6.88,236.54,Sandy,rice
456.64,13.71,302.55,28.13,79.01,5.59,203.05,Loamy,yam
721.42,9.49,307.84,26.08,67.85,5.98,155.52,Loamy,yam
580.87,20.35,251.19,28.08,61.05,5.94,169.43,Loamy,yam
585.35,24.72,198.96,23.87,82.59,6.23,292.03,Loamy,cocoa
433.5,8.11,97.44,28.5,45.48,5.59,60.43,Sandy,sorghum
340.44,5.11,80.66,26.87,49.61,7.81,57.98,Sandy,sorghum
622.82,10.47,286.45,28.19,70.42,6.37,196.09,Sandy,yam
408.85,18.68,209.6,28.49,76.92,5.5,218.08,Loamy,yam
856.76,22.66,201.1,26.41,79.24,4.41,287.64,Sandy,oil_palm
797.61,11.93,230.47,24.53,87.22,6.49,265.74,Loamy,cocoa
955.71,28.25,133.17,24.2,82.62,5.3,196.89,Clay,rice
261.23,5.72,53.28,29.33,49.35,7.24,70.88,Sandy,millet
549.46,16.25,278.86,29.89,68.14,6.46,197.29,Loamy,yam
798.17,22.46,146.0,26.44,79.86,7.1,202.11,Clay,rice
752.55,22.73,250.76,26.48,89.31,5.34,280.08,Loamy,oil_palm
248.51,8.92,52.63,30.65,30.45,5.8,39.86,Loamy,millet
486.79,6.48,63.55,34.03,41.84,6.85,61.8,Sandy,sorghum
750.03,16.56,315.03,26.89,79.26,4.68,299.22,Clay,oil_palm
684.06,25.86,280.88,26.91,91.92,6.09,269.15,Loamy,oil_palm
402.73,13.35,47.9,30.5,42.95,6.81,81.48,Sandy,sorghum
555.25,14.6,252.68,25.54,68.18,6.63,165.86,Loamy,yam
713.27,18.77,62.31,21.84,80.47,6.5,198.95,Clay,rice
477.52,11.3,104.17,34.4,49.42,6.97,47.22,Loamy,sorghum
332.41,6.95,80.62,27.15,38.07,8.19,96.53,Loamy,sorghum
955.3,8.9,185.51,25.88,81.01,6.47,299.79,Loamy,cocoa
696.73,24.83,175.01,20.13,66.91,6.18,109.38,Sandy,maize
845.23,10.1,62.13,23.57,82.13,6.83,213.51,Clay,rice
401.22,13.86,87.26,31.7,54.68,5.78,53.21,Sandy,sorghum
961.34,13.13,332.37,28.65,88.44,6.16,259.34,Loamy,oil_palm
905.14,13.39,162.65,23.61,57.69,6.85,96.61,Loamy,maize
353.77,10.93,184.3,26.14,61.19,5.02,189.9,Loamy,cassava
589.08,9.73,203.55,28.47,60.36,6.24,141.15,Loamy,cassava
363.37,5.27,84.77,31.24,38.34,6.99,42.17,Sandy,millet
830.96,23.58,316.82,23.64,83.99,5.83,253.02,Clay,cocoa
579.39,10.39,296.72,27.53,65.73,6.59,161.19,Loamy,yam
523.68,13.91,43.95,29.08,47.0,8.01,74.14,Loamy,sorghum
259.01,11.58,31.26,30.64,26.83,7.39,49.14,Sandy,millet
923.61,12.99,155.24,21.48,69.62,6.92,61.7,Loamy,maize
1136.9,23.28,96.29,26.14,69.91,6.41,105.72,Clay,maize
714.75,21.57,103.13,22.12,83.16,5.55,243.96,Clay,rice
682.42,5.79,294.02,28.23,65.85,5.21,166.13,Loamy,cassava
588.3,11.12,310.42,29.09,69.63,5.98,140.07,Loamy,yam
994.96,26.11,96.99,21.51,81.22,6.94,221.75,Clay,rice
688.23,12.05,267.97,28.05,66.59,6.38,182.79,Loamy,yam
475.29,4.64,58.45,34.99,54.29,6.53,59.08,Sandy,millet
626.03,15.42,217.95,26.61,67.94,6.39,200.19,Loamy,yam
1035.79,19.78,113.5,23.69,82.45,6.16,183.98,Clay,rice
960.67,12.04,159.52,18.56,65.07,6.84,72.97,Loamy,maize
1298.27,21.85,128.84,23.13,78.69,6.96,298.02,Loamy,rice
782.77,21.89,165.55,18.45,65.65,6.38,60.92,Loamy,maize
592.64,13.34,308.11,27.12,76.88,6.3,250.17,Loamy,cocoa
314.48,7.26,42.11,27.09,32.16,6.23,78.92,Sandy,millet
1024.78,21.41,91.95,21.69,78.25,7.36,185.04,Clay,rice
424.49,19.22,152.54,31.43,70.62,5.77,165.69,Sandy,cassava
856.13,16.3,345.32,25.82,87.51,5.91,286.48,Loamy,oil_palm
461.99,6.34,62.37,28.1,57.96,6.73,95.23,Loamy,sorghum
787.99,24.88,308.22,31.17,84.43,5.83,283.34,Loamy,oil_palm
917.29,11.09,213.67,27.94,89.04,6.99,283.53,Loamy,cocoa
318.0,9.37,59.14,34.02,37.33,6.99,42.78,Loamy,millet
474.33,15.51,252.47,26.52,70.26,6.09,170.24,Loamy,yam
314.57,7.77,74.2,30.1,54.65,6.38,56.16,Sandy,sorghum
791.2,14.29,248.43,29.32,77.44,6.6,140.65,Sandy,yam
1028.56,12.13,107.97,20.69,84.97,7.02,182.16,Loamy,rice
250.64,7.91,88.2,28.84,45.63,6.28,44.28,Sandy,millet
922.62,19.27,134.35,20.5,79.03,6.59,279.76,Sandy,rice
502.74,5.4,45.19,26.71,42.0,8.22,65.06,Loamy,sorghum
550.64,14.12,234.76,31.0,59.98,6.43,202.7,Loamy,cassava
1154.96,27.34,106.72,20.25,84.7,5.22,289.81,Loamy,rice
264.12,4.68,43.27,32.1,48.44,6.26,46.22,Loamy,sorghum
609.1,13.85,289.66,25.97,88.47,5.86,292.35,Clay,cocoa
329.59,10.3,86.34,31.8,53.71,5.77,50.67,Loamy,sorghum
335.05,6.5,91.15,27.88,41.82,7.89,96.49,Sandy,sorghum
960.0,13.56,270.0,28.7,85.78,6.28,284.9,Loamy,oil_palm
486.69,11.78,64.54,29.54,38.81,6.22,84.0,Loamy,millet
751.25,10.63,205.9,27.94,72.35,5.77,197.22,Loamy,yam
587.46,11.86,216.88,29.32,69.76,6.34,158.83,Loamy,yam
805.73,15.1,260.08,23.59,76.21,6.3,243.9,Loamy,cocoa
282.2,9.93,85.95,33.48,50.31,6.97,60.06,Sandy,millet
392.03,7.58,89.09,32.91,43.67,7.69,48.49,Loamy,sorghum
534.23,10.48,84.83,26.66,46.82,7.55,92.7,Sandy,sorghum
645.73,10.02,203.93,27.25,85.53,5.92,235.71,Loamy,cocoa
719.42,12.73,324.53,26.09,79.82,5.72,273.54,Loamy,oil_palm
465.34,11.4,86.86,32.43,29.0,5.92,44.16,Sandy,millet
479.63,11.78,221.13,27.93,66.96,6.02,195.65,Sandy,yam
901.61,11.67,155.34,19.72,65.87,6.84,61.22,Clay,maize
965.74,21.09,178.6,24.68,62.68,5.94,71.65,Clay,maize
614.97,8.84,305.42,27.15,67.86,6.36,215.93,Loamy,yam
450.99,6.8,47.94,28.13,30.28,7.28,68.13,Sandy,sorghum
420.93,16.63,267.2,31.13,72.61,5.91,197.31,Sandy,cassava
529.41,10.55,291.56,30.0,77.86,6.09,219.91,Loamy,cassava
382.72,5.92,48.35,30.77,42.4,6.09,78.47,Clay,sorghum
346.2,8.0,84.14,26.44,44.87,7.09,88.73,Sandy,sorghum
749.3,8.29,313.73,25.79,67.4,6.58,146.04,Sandy,yam
466.24,6.87,43.55,35.05,53.64,6.56,52.07,Sandy,millet
898.87,12.9,316.97,24.27,78.51,6.43,273.8,Clay,cocoa
1218.61,25.47,76.3,26.46,78.9,6.82,189.53,Clay,rice
274.09,4.68,76.0,30.75,34.63,6.13,71.11,Sandy,millet
780.53,14.12,117.06,21.46,65.05,6.1,91.29,Loamy,maize
686.19,19.72,266.4,31.98,86.35,5.42,259.98,Loamy,oil_palm
266.07,9.06,67.6,27.27,43.72,7.3,53.41,Loamy,sorghum
719.52,14.97,109.52,20.95,79.38,5.17,222.94,Sandy,rice
638.74,22.84,277.28,25.61,82.82,5.23,279.34,Clay,oil_palm
998.92,18.71,100.53,25.89,78.45,6.93,215.99,Clay,rice
1136.3,11.46,116.12,24.76,82.95,6.31,299.45,Loamy,rice
656.28,15.18,210.78,26.55,74.71,6.64,164.85,Sandy,yam
631.01,8.13,268.89,30.79,57.32,5.96,145.38,Loamy,cassava
790.8,22.74,89.12,21.97,56.33,6.47,106.22,Loamy,maize
770.38,10.73,133.73,22.18,84.03,7.27,265.44,Clay,rice
828.88,25.18,294.28,26.75,78.23,4.61,265.16,Clay,oil_palm
800.49,23.85,84.67,20.13,82.31,5.17,235.24,Clay,rice
472.49,16.46,280.18,26.57,72.24,6.33,183.93,Loamy,yam
485.07,15.7,278.07,29.97,72.53,5.7,142.69,Sandy,cassava
663.32,17.21,208.96,30.33,84.43,4.34,267.53,Loamy,oil_palm
875.0,28.68,100.66,21.67,83.08,6.66,219.01,Loamy,rice
486.09,8.16,37.57,28.66,31.53,6.71,66.32,Sandy,millet
1170.43,12.07,133.14,23.58,60.57,6.91,61.33,Loamy,maize
1157.82,10.38,175.06,19.36,64.43,6.29,107.2,Loamy,maize
226.93,6.01,53.23,31.05,42.08,6.94,88.04,Loamy,millet
524.3,11.6,68.62,32.76,50.94,7.42,90.31,Sandy,sorghum
523.45,12.82,242.72,26.87,79.94,6.18,167.02,Loamy,yam
606.45,13.93,263.14,30.6,78.02,6.58,182.21,Sandy,cassava
300.44,8.72,58.11,35.66,34.51,6.06,44.61,Sandy,millet
721.22,21.48,311.97,25.83,67.1,6.55,217.65,Loamy,yam
315.6,9.22,296.13,30.31,65.11,5.19,140.43,Loamy,cassava
429.05,10.34,67.41,30.86,41.34,7.02,89.21,Loamy,millet
364.0,6.12,40.84,31.48,38.92,6.95,57.89,Loamy,millet
442.47,8.29,50.37,26.05,58.21,7.74,71.75,Sandy,sorghum
250.27,4.85,44.98,29.99,32.25,7.76,40.37,Loamy,millet
393.66,8.97,35.97,28.61,45.31,7.4,71.07,Sandy,millet
569.76,9.9,319.14,27.98,69.36,6.13,183.93,Sandy,yam
657.13,17.62,227.66,28.19,77.18,6.1,206.84,Sandy,yam
979.43,12.81,210.96,25.91,83.75,4.87,288.16,Loamy,oil_palm
317.67,11.08,82.79,28.21,30.97,6.6,73.05,Sandy,millet
340.98,14.05,103.13,29.52,46.12,8.16,45.87,Sandy,sorghum
869.53,14.03,230.55,25.7,82.15,6.63,289.23,Sandy,cocoa
340.71,7.79,79.77,29.85,33.82,6.84,57.29,Sandy,millet
546.18,22.95,201.88,27.06,89.74,6.23,265.04,Loamy,cocoa
804.16,11.55,218.01,26.96,84.03,6.18,283.2,Loamy,cocoa
551.98,19.59,286.83,28.11,71.59,5.98,168.11,Loamy,yam
913.43,17.04,191.69,24.71,83.1,6.85,270.25,Clay,cocoa
441.53,6.8,57.41,30.55,32.72,7.76,52.6,Sandy,millet
531.99,20.28,259.03,29.93,64.02,6.2,194.94,Loamy,yam
546.89,21.62,223.01,24.09,75.31,6.85,268.86,Clay,cocoa
896.28,23.78,173.08,21.58,67.21,6.12,64.58,Clay,maize
323.8,13.0,100.27,30.53,49.44,6.72,92.92,Sandy,sorghum
811.34,12.34,207.08,24.9,88.13,5.96,237.63,Loamy,cocoa
454.54,10.51,60.12,34.81,51.04,7.07,40.15,Sandy,millet
872.41,27.55,259.41,29.04,89.53,4.46,259.58,Clay,oil_palm
780.83,17.01,203.16,27.11,79.59,6.1,269.74,Loamy,oil_palm
446.27,10.59,43.94,26.22,40.78,5.65,79.6,Loamy,sorghum
820.31,26.88,114.99,24.49,83.29,6.12,197.04,Loamy,rice
604.72,16.73,235.43,27.08,64.98,5.97,211.05,Sandy,cassava
950.17,22.45,262.66,31.76,81.75,5.23,278.32,Loamy,oil_palm
626.01,16.3,348.26,28.93,88.81,5.31,277.53,Loamy,oil_palm
646.23,12.51,243.35,28.56,57.55,5.74,207.59,Loamy,cassava
666.24,17.33,308.53,28.77,80.8,6.25,268.97,Sandy,oil_palm
714.27,17.18,212.12,29.72,70.33,6.18,208.5,Loamy,yam
306.74,13.59,103.08,34.08,53.18,6.54,77.41,Loamy,sorghum
305.7,6.07,64.9,27.35,29.01,5.65,80.78,Sandy,millet
203.97,5.63,66.05,32.02,47.09,6.11,59.91,Sandy,millet
326.89,8.67,91.49,26.3,31.66,7.85,97.95,Sandy,sorghum
277.12,7.66,33.44,34.15,26.03,5.58,54.87,Loamy,millet
254.05,8.41,86.12,29.73,46.81,5.93,40.91,Clay,millet
615.25,24.38,155.09,23.2,58.09,6.25,107.51,Clay,maize
1024.1,11.63,338.12,25.59,81.35,5.17,290.97,Loamy,oil_palm
641.58,17.33,263.6,30.1,73.09,6.25,208.64,Sandy,cassava
913.78,21.92,316.46,25.74,80.09,6.1,240.76,Loamy,cocoa
501.46,13.43,290.44,25.67,77.43,6.53,210.77,Loamy,yam
401.49,8.94,289.29,26.07,66.02,6.62,160.19,Loamy,yam
377.01,4.98,58.16,26.48,32.85,7.49,57.85,Sandy,sorghum
650.58,15.74,207.91,25.89,87.79,4.41,281.91,Clay,oil_palm
1177.92,13.34,145.63,26.76,80.0,5.65,220.22,Clay,rice
1165.75,17.83,88.41,24.33,62.18,6.7,63.85,Sandy,maize
772.61,9.27,299.41,27.35,70.51,6.1,179.6,Loamy,yam
673.22,9.58,129.16,22.56,55.4,5.73,73.7,Clay,maize
446.47,11.16,92.11,29.4,33.64,6.43,62.24,Loamy,sorghum
1070.89,19.09,80.88,22.14,82.82,5.5,216.64,Loamy,rice
349.93,12.41,216.83,30.28,58.87,5.19,147.07,Clay,cassava
743.32,17.77,149.32,20.47,81.49,7.06,189.48,Clay,rice
575.09,16.08,151.36,31.63,61.21,6.13,158.56,Loamy,cassava
381.29,6.58,297.17,29.21,78.94,5.77,211.83,Loamy,cassava
878.52,19.52,245.48,25.5,87.31,6.48,290.1,Loamy,cocoa
580.04,20.23,246.93,28.62,62.15,6.37,190.61,Sandy,yam
242.36,5.95,83.95,32.45,43.61,7.07,88.9,Sandy,millet
618.74,13.96,316.33,24.47,84.73,5.92,265.0,Loamy,cocoa
768.56,20.11,174.15,18.45,57.04,6.8,74.43,Loamy,maize
709.09,9.53,163.6,27.62,72.47,5.55,87.6,Loamy,maize
453.41,14.79,306.69,25.06,65.07,6.65,184.42,Loamy,yam
734.03,18.11,191.78,25.39,86.34,6.57,244.98,Loamy,cocoa
617.68,10.81,181.38,27.75,78.62,5.4,195.92,Loamy,cassava
983.93,12.62,121.3,23.41,80.37,6.24,267.78,Loamy,rice
850.93,16.7,240.42,26.88,78.51,4.87,260.77,Clay,oil_palm
935.5,10.79,120.08,20.4,78.3,5.87,256.1,Loamy,rice
663.56,21.57,296.79,27.09,89.12,4.91,293.36,Clay,oil_palm
446.75,17.49,248.46,25.47,71.29,5.78,200.41,Clay,yam
675.63,25.19,240.24,27.59,91.46,5.84,269.17,Loamy,oil_palm
436.15,15.24,231.67,27.87,79.51,5.64,200.7,Sandy,cassava
301.65,3.11,33.51,28.53,44.32,7.22,62.32,Loamy,millet
955.3,23.36,127.97,20.59,81.62,6.98,242.57,Loamy,rice
261.79,13.2,62.44,28.54,50.42,6.85,75.96,Sandy,sorghum
