state,lga,crop,season,area_ha,yield_t_ha,production_t,quality_grade
Ebonyi,Ebonyi-LGA-07,sorghum,2023_wet,100.0,1.31,130.6,Grade A
Gombe,Gombe-LGA-10,sorghum,2024_wet,548.8,1.06,581.6,Grade B
Gombe,Gombe-LGA-07,sorghum,2022_wet,126.3,1.59,200.3,Grade C
Kebbi,Kebbi-LGA-13,sorghum,2025_wet,100.0,0.56,56.3,Grade A
Rivers,Rivers-LGA-08,sorghum,2022_dry,100.0,0.6,59.8,Grade A
Kaduna,Kaduna-LGA-03,yam,2024_dry,1069.9,7.67,8210.5,Grade B
Katsina,Katsina-LGA-04,oil_palm,2022_wet,2189.9,2.2,4816.2,Grade C
Kwara,Kwara-LGA-02,millet,2024_wet,162.9,0.74,121.3,Grade A
Jigawa,Jigawa-LGA-06,maize,2024_dry,100.0,1.45,145.1,Grade B
Kogi,Kogi-LGA-08,sorghum,2024_wet,309.5,1.92,593.4,Grade A
Ebonyi,Ebonyi-LGA-14,yam,2024_dry,129.3,13.01,1681.8,Grade A
Katsina,Katsina-LGA-03,cocoa,2025_wet,125.1,0.22,27.4,Grade B
Ogun,Ogun-LGA-03,oil_palm,2022_wet,100.0,3.64,363.7,Grade B
Lagos,Lagos-LGA-06,cocoa,2022_dry,100.0,0.73,72.6,Grade A
Lagos,Lagos-LGA-13,maize,2023_wet,100.0,1.41,141.0,Grade B
Ondo,Ondo-LGA-01,oil_palm,2025_wet,100.0,3.77,377.3,Grade B
Bayelsa,Bayelsa-LGA-10,rice,2024_wet,521.0,3.32,1729.8,Grade A
Lagos,Lagos-LGA-02,sorghum,2022_dry,435.2,1.7,739.6,Grade A
Lagos,Lagos-LGA-07,yam,2023_wet,712.1,15.09,10746.5,Grade B
Ebonyi,Ebonyi-LGA-13,sorghum,2023_dry,408.8,2.17,885.9,Grade A
Kebbi,Kebbi-LGA-03,sorghum,2024_dry,137.9,1.88,259.7,Grade A
Imo,Imo-LGA-10,rice,2023_dry,100.0,2.29,229.3,Grade C
Kano,Kano-LGA-11,rice,2025_wet,534.1,1.92,1026.6,Grade B
Akwa Ibom,Akwa Ibom-LGA-12,rice,2024_wet,100.0,2.14,213.8,Grade B
Kebbi,Kebbi-LGA-14,cocoa,2023_wet,511.1,0.28,145.6,Grade A
Yobe,Yobe-LGA-07,cassava,2022_dry,299.2,5.08,1520.6,Grade B
Ekiti,Ekiti-LGA-03,yam,2022_wet,210.3,6.27,1319.2,Grade B
Lagos,Lagos-LGA-10,rice,2022_dry,124.9,3.35,418.0,Grade B
Yobe,Yobe-LGA-04,cassava,2024_dry,3898.3,4.65,18122.9,Grade A
Zamfara,Zamfara-LGA-10,yam,2022_wet,168.6,11.09,1869.6,Grade B
Adamawa,Adamawa-LGA-11,cocoa,2023_wet,1273.9,0.37,466.0,Grade A
Taraba,Taraba-LGA-01,millet,2024_wet,510.6,1.51,768.7,Grade B
Kogi,Kogi-LGA-05,maize,2022_wet,123.5,2.67,330.2,Grade A
Katsina,Katsina-LGA-06,cocoa,2023_wet,412.5,0.23,93.2,Grade A
Rivers,Rivers-LGA-12,oil_palm,2023_dry,1813.4,3.28,5952.1,Grade C
Anambra,Anambra-LGA-14,cocoa,2023_dry,100.0,0.37,36.5,Grade B
Ebonyi,Ebonyi-LGA-10,rice,2025_wet,7323.3,3.3,24182.4,Grade C
Ebonyi,Ebonyi-LGA-09,sorghum,2024_dry,1719.2,1.01,1740.0,Grade B
Benue,Benue-LGA-14,rice,2024_dry,100.0,3.66,365.9,Grade B
Anambra,Anambra-LGA-14,rice,2023_wet,1343.7,3.57,4793.6,Grade B
Adamawa,Adamawa-LGA-10,millet,2024_dry,469.8,1.06,497.0,Grade A
Borno,Borno-LGA-12,millet,2024_dry,3454.8,0.3,1036.4,Grade A
Cross River,Cross River-LGA-11,millet,2023_dry,119.9,1.28,153.0,Grade C
Edo,Edo-LGA-11,oil_palm,2022_dry,180.5,6.0,1083.0,Grade B
Ekiti,Ekiti-LGA-10,oil_palm,2023_dry,8506.0,2.03,17265.9,Grade A
Katsina,Katsina-LGA-04,yam,2023_wet,437.1,5.72,2499.3,Grade A
Ogun,Ogun-LGA-03,sorghum,2023_wet,2377.5,1.91,4542.2,Grade C
Anambra,Anambra-LGA-05,yam,2023_wet,100.0,13.88,1387.7,Grade C
Katsina,Katsina-LGA-14,sorghum,2022_dry,120.2,0.41,49.5,Grade C
Akwa Ibom,Akwa Ibom-LGA-04,cassava,2024_dry,5246.9,7.53,39507.5,Grade C
Edo,Edo-LGA-12,maize,2025_wet,238.4,2.51,597.6,Grade C
Abia,Abia-LGA-08,sorghum,2025_wet,328.8,1.28,421.3,Grade A
Katsina,Katsina-LGA-01,maize,2024_wet,100.0,1.06,106.3,Grade B
Cross River,Cross River-LGA-10,cassava,2023_wet,280.7,10.25,2876.5,Grade A
Delta,Delta-LGA-01,rice,2025_wet,100.0,2.62,262.1,Grade C
Kogi,Kogi-LGA-05,oil_palm,2025_wet,1714.7,3.28,5628.3,Grade B
Akwa Ibom,Akwa Ibom-LGA-14,millet,2022_wet,114.8,1.31,150.8,Grade B
Kwara,Kwara-LGA-13,millet,2023_wet,100.0,1.26,126.3,Grade B
Ondo,Ondo-LGA-12,cocoa,2024_wet,413.1,0.48,196.9,Grade C
Ebonyi,Ebonyi-LGA-06,yam,2023_dry,1391.1,15.6,21698.2,Grade A
Abia,Abia-LGA-12,rice,2025_wet,1864.7,3.8,7083.7,Grade B
Ondo,Ondo-LGA-06,oil_palm,2024_dry,211.2,3.35,707.6,Grade B
Kaduna,Kaduna-LGA-04,cassava,2024_dry,2511.2,10.15,25482.3,Grade B
Anambra,Anambra-LGA-09,sorghum,2024_wet,152.4,1.6,243.7,Grade B
Ekiti,Ekiti-LGA-03,cassava,2024_dry,835.3,9.84,8219.5,Grade B
Rivers,Rivers-LGA-03,yam,2024_dry,694.2,7.71,5351.5,Grade A
Rivers,Rivers-LGA-07,millet,2024_wet,561.8,1.52,853.6,Grade B
Kaduna,Kaduna-LGA-04,millet,2023_dry,268.1,1.76,471.6,Grade A
Ogun,Ogun-LGA-07,yam,2024_wet,431.8,14.02,6052.0,Grade B
Rivers,Rivers-LGA-04,maize,2022_dry,2493.6,1.4,3478.8,Grade A
Osun,Osun-LGA-08,cassava,2022_dry,1208.9,9.5,11488.2,Grade B
Jigawa,Jigawa-LGA-02,maize,2024_wet,1607.8,2.41,3869.1,Grade C
Imo,Imo-LGA-06,cocoa,2024_dry,100.0,0.58,57.6,Grade A
Ekiti,Ekiti-LGA-06,maize,2023_dry,573.2,1.9,1088.9,Grade A
Katsina,Katsina-LGA-03,sorghum,2022_wet,203.1,1.31,266.9,Grade B
Akwa Ibom,Akwa Ibom-LGA-14,oil_palm,2022_wet,100.0,3.73,372.7,Grade C
Anambra,Anambra-LGA-05,oil_palm,2024_wet,1609.9,5.13,8256.3,Grade A
Rivers,Rivers-LGA-05,cassava,2023_wet,109.8,11.51,1264.0,Grade C
Kano,Kano-LGA-14,millet,2022_dry,2361.7,1.23,2914.7,Grade A
Gombe,Gombe-LGA-01,rice,2024_wet,100.0,1.62,162.1,Grade B
Bayelsa,Bayelsa-LGA-03,millet,2023_wet,725.3,0.77,558.4,Grade C
Katsina,Katsina-LGA-02,millet,2024_wet,1254.9,0.75,938.9,Grade A
Katsina,Katsina-LGA-03,oil_palm,2023_dry,9873.9,1.98,19514.9,Grade B
Lagos,Lagos-LGA-12,cassava,2022_dry,192.5,8.85,1704.1,Grade C
Ekiti,Ekiti-LGA-10,rice,2023_dry,976.4,3.09,3016.7,Grade C
Edo,Edo-LGA-03,cassava,2022_wet,234.9,11.14,2618.2,Grade C
Lagos,Lagos-LGA-08,cassava,2022_wet,408.2,14.02,5723.7,Grade A
Sokoto,Sokoto-LGA-13,maize,2023_wet,190.5,1.77,336.5,Grade A
Kano,Kano-LGA-06,cassava,2022_dry,100.3,7.04,706.3,Grade B
FCT,FCT-LGA-04,millet,2022_wet,122.6,1.34,164.4,Grade A
Kano,Kano-LGA-07,rice,2023_wet,219.4,1.92,421.3,Grade B
Zamfara,Zamfara-LGA-05,millet,2023_wet,618.1,0.75,460.8,Grade B
Sokoto,Sokoto-LGA-13,oil_palm,2023_wet,223.5,4.35,971.4,Grade B
Jigawa,Jigawa-LGA-13,sorghum,2024_wet,105.9,0.82,87.0,Grade B
Osun,Osun-LGA-14,cassava,2025_wet,240.9,10.82,2607.0,Grade C
FCT,FCT-LGA-02,oil_palm,2024_wet,2040.5,4.85,9899.2,Grade B
Edo,Edo-LGA-03,oil_palm,2024_wet,6018.5,6.49,39050.6,Grade A
Adamawa,Adamawa-LGA-11,oil_palm,2022_dry,801.3,3.92,3144.7,Grade A
Abia,Abia-LGA-11,cassava,2024_wet,262.5,11.07,2904.2,Grade C
Osun,Osun-LGA-05,yam,2022_dry,128.2,13.1,1679.5,Grade B
Niger,Niger-LGA-02,rice,2022_wet,107.8,3.15,340.2,Grade A
Borno,Borno-LGA-08,cocoa,2024_wet,242.3,0.1,24.2,Grade B
Niger,Niger-LGA-09,sorghum,2023_wet,1459.4,1.53,2236.0,Grade A
Anambra,Anambra-LGA-11,cocoa,2024_wet,924.6,0.53,486.8,Grade B
Lagos,Lagos-LGA-11,sorghum,2024_dry,1274.2,2.19,2790.0,Grade A
Enugu,Enugu-LGA-12,maize,2022_wet,100.0,2.48,248.1,Grade C
Osun,Osun-LGA-02,cassava,2022_wet,989.2,9.02,8925.0,Grade B
Borno,Borno-LGA-01,oil_palm,2022_dry,100.0,1.57,157.3,Grade B
Kaduna,Kaduna-LGA-09,sorghum,2025_wet,648.7,1.78,1151.6,Grade C
Delta,Delta-LGA-03,yam,2025_wet,206.5,10.26,2119.2,Grade B
Borno,Borno-LGA-08,rice,2024_dry,100.0,1.0,100.0,Grade B
Oyo,Oyo-LGA-07,oil_palm,2023_dry,1010.7,2.96,2987.3,Grade B
Kebbi,Kebbi-LGA-07,millet,2022_wet,583.7,0.85,493.6,Grade A
Osun,Osun-LGA-08,cassava,2024_dry,1039.3,12.15,12632.6,Grade A
Ebonyi,Ebonyi-LGA-12,cocoa,2023_dry,307.1,0.25,75.7,Grade A
Cross River,Cross River-LGA-04,rice,2025_wet,409.6,3.98,1628.5,Grade B
Kebbi,Kebbi-LGA-02,millet,2022_wet,515.7,1.5,773.3,Grade B
Gombe,Gombe-LGA-02,sorghum,2024_wet,6228.6,2.01,12530.0,Grade C
FCT,FCT-LGA-07,rice,2023_wet,864.3,2.11,1825.3,Grade C
Plateau,Plateau-LGA-04,millet,2022_wet,1809.6,1.36,2467.1,Grade B
Bayelsa,Bayelsa-LGA-07,maize,2022_wet,100.0,2.66,266.4,Grade B
Lagos,Lagos-LGA-05,rice,2022_dry,187.2,2.95,551.6,Grade B
Kebbi,Kebbi-LGA-04,cocoa,2025_wet,111.6,0.45,50.4,Grade A
Benue,Benue-LGA-05,millet,2024_dry,257.4,1.7,436.8,Grade C
Akwa Ibom,Akwa Ibom-LGA-09,oil_palm,2025_wet,124.4,2.19,273.1,Grade A
FCT,FCT-LGA-08,sorghum,2023_wet,372.8,1.78,665.4,Grade A
Ondo,Ondo-LGA-12,yam,2023_wet,100.0,8.89,888.7,Grade B
Bauchi,Bauchi-LGA-14,yam,2024_dry,1833.7,9.36,17168.5,Grade C
Kebbi,Kebbi-LGA-03,sorghum,2025_wet,1768.6,1.55,2746.9,Grade A
Niger,Niger-LGA-02,millet,2023_dry,758.0,0.83,627.9,Grade B
Taraba,Taraba-LGA-03,sorghum,2022_wet,100.0,1.3,130.3,Grade B
Borno,Borno-LGA-09,cocoa,2025_wet,563.0,0.1,56.3,Grade A
Akwa Ibom,Akwa Ibom-LGA-01,sorghum,2024_wet,326.5,2.08,679.4,Grade B
Zamfara,Zamfara-LGA-03,oil_palm,2024_dry,10564.3,1.3,13783.0,Grade B
Akwa Ibom,Akwa Ibom-LGA-03,sorghum,2023_dry,2499.2,1.67,4171.5,Grade A
Yobe,Yobe-LGA-06,sorghum,2022_wet,364.6,1.18,431.1,Grade B
Bauchi,Bauchi-LGA-10,cocoa,2024_dry,1183.2,0.12,146.5,Grade B
Imo,Imo-LGA-14,cocoa,2024_wet,268.8,0.46,124.1,Grade B
Edo,Edo-LGA-12,cocoa,2022_wet,100.0,0.58,57.7,Grade C
Kano,Kano-LGA-04,cassava,2024_wet,5555.9,8.21,45614.5,Grade A
Rivers,Rivers-LGA-01,maize,2023_wet,988.1,1.86,1838.5,Grade B
Yobe,Yobe-LGA-08,maize,2022_dry,314.5,1.25,394.6,Grade B
Nasarawa,Nasarawa-LGA-05,rice,2022_dry,100.0,1.61,161.5,Grade B
Jigawa,Jigawa-LGA-03,maize,2022_wet,615.3,1.37,844.5,Grade A
Bayelsa,Bayelsa-LGA-11,maize,2025_wet,487.8,2.04,996.6,Grade A
Borno,Borno-LGA-08,cocoa,2023_dry,362.6,0.11,40.4,Grade B
Taraba,Taraba-LGA-07,yam,2024_dry,583.6,12.98,7573.0,Grade B
Ondo,Ondo-LGA-11,rice,2024_dry,100.0,2.33,232.7,Grade C
Jigawa,Jigawa-LGA-12,oil_palm,2024_dry,796.7,2.18,1737.5,Grade C
Taraba,Taraba-LGA-12,yam,2023_dry,480.7,11.81,5677.6,Grade A
Delta,Delta-LGA-07,millet,2025_wet,453.0,1.12,507.0,Grade C
Bauchi,Bauchi-LGA-04,millet,2024_dry,735.8,1.45,1067.3,Grade B
Taraba,Taraba-LGA-06,cocoa,2025_wet,767.2,0.52,397.2,Grade A
Jigawa,Jigawa-LGA-08,millet,2024_wet,293.1,0.82,241.7,Grade C
Yobe,Yobe-LGA-10,rice,2025_wet,2164.7,1.0,2164.7,Grade B
Benue,Benue-LGA-06,cocoa,2024_wet,230.4,0.35,81.1,Grade B
Cross River,Cross River-LGA-02,rice,2022_wet,1859.5,2.61,4859.4,Grade A
Delta,Delta-LGA-14,rice,2022_wet,100.0,4.87,486.5,Grade B
Enugu,Enugu-LGA-09,maize,2025_wet,990.3,1.19,1174.6,Grade B
Kogi,Kogi-LGA-03,cassava,2023_dry,6213.0,6.69,41590.5,Grade A
Kwara,Kwara-LGA-02,maize,2024_dry,100.0,2.97,296.7,Grade B
Anambra,Anambra-LGA-13,sorghum,2024_wet,1212.0,1.44,1744.0,Grade B
Anambra,Anambra-LGA-13,oil_palm,2025_wet,118.0,2.59,305.9,Grade C
Kaduna,Kaduna-LGA-11,cassava,2022_wet,759.6,8.64,6562.8,Grade B
Oyo,Oyo-LGA-09,maize,2023_dry,343.6,2.58,887.5,Grade A
Abia,Abia-LGA-14,yam,2024_wet,639.8,10.49,6713.3,Grade B
Delta,Delta-LGA-10,millet,2023_wet,3175.7,0.81,2578.7,Grade B
Kaduna,Kaduna-LGA-11,oil_palm,2023_wet,353.2,1.74,613.7,Grade B
Osun,Osun-LGA-07,cassava,2024_dry,359.0,11.95,4291.4,Grade C
Kano,Kano-LGA-13,rice,2022_dry,446.7,2.86,1278.4,Grade B
Borno,Borno-LGA-07,sorghum,2024_dry,497.3,0.95,470.3,Grade B
Delta,Delta-LGA-09,cocoa,2022_dry,100.0,0.62,61.7,Grade A
Anambra,Anambra-LGA-05,maize,2024_wet,285.7,1.25,357.0,Grade B
Abia,Abia-LGA-14,cassava,2023_wet,703.8,8.07,5681.3,Grade B
Akwa Ibom,Akwa Ibom-LGA-14,sorghum,2023_wet,11854.3,1.81,21462.3,Grade C
Benue,Benue-LGA-01,rice,2022_dry,205.1,3.08,630.7,Grade B
Adamawa,Adamawa-LGA-14,cocoa,2023_wet,1012.9,0.52,522.2,Grade C
Jigawa,Jigawa-LGA-10,millet,2022_wet,1275.7,0.37,471.8,Grade C
Oyo,Oyo-LGA-04,rice,2024_wet,212.1,3.66,775.5,Grade C
Anambra,Anambra-LGA-06,rice,2024_dry,539.8,2.35,1267.2,Grade B
Nasarawa,Nasarawa-LGA-07,yam,2025_wet,846.6,11.74,9940.7,Grade A
Kebbi,Kebbi-LGA-04,millet,2024_dry,1032.6,2.19,2264.6,Grade B
Ekiti,Ekiti-LGA-09,yam,2022_wet,981.2,8.77,8608.9,Grade B
Kebbi,Kebbi-LGA-12,yam,2024_dry,100.0,7.89,788.7,Grade B
Benue,Benue-LGA-05,cocoa,2022_wet,837.6,0.3,248.2,Grade C
Plateau,Plateau-LGA-09,cocoa,2023_wet,355.4,0.37,130.9,Grade B
Enugu,Enugu-LGA-02,yam,2023_dry,1228.9,15.62,19193.0,Grade C
Katsina,Katsina-LGA-07,millet,2025_wet,1418.8,1.23,1744.2,Grade B
Kebbi,Kebbi-LGA-01,sorghum,2023_wet,13887.0,1.7,23576.7,Grade B
Kaduna,Kaduna-LGA-09,cocoa,2022_dry,560.8,0.62,349.5,Grade B
Kaduna,Kaduna-LGA-08,rice,2022_dry,1780.5,3.72,6626.3,Grade B
Kwara,Kwara-LGA-04,rice,2024_wet,140.4,2.68,375.7,Grade A
Borno,Borno-LGA-05,rice,2025_wet,140.3,1.0,140.3,Grade B
Ogun,Ogun-LGA-01,rice,2023_wet,102.6,2.79,285.8,Grade B
Zamfara,Zamfara-LGA-09,cassava,2023_dry,429.6,6.19,2657.4,Grade B
Akwa Ibom,Akwa Ibom-LGA-05,rice,2022_wet,1034.7,2.81,2911.7,Grade A
Kano,Kano-LGA-06,cocoa,2023_dry,998.8,0.49,489.0,Grade A
Akwa Ibom,Akwa Ibom-LGA-11,maize,2023_dry,1021.3,3.09,3159.8,Grade A
Jigawa,Jigawa-LGA-13,maize,2022_wet,8677.5,1.57,13639.8,Grade B
Kano,Kano-LGA-09,oil_palm,2025_wet,376.6,2.64,993.3,Grade C
Kogi,Kogi-LGA-06,rice,2024_wet,523.7,3.43,1797.8,Grade C
Nasarawa,Nasarawa-LGA-14,maize,2023_wet,1973.9,1.27,2511.1,Grade B
Jigawa,Jigawa-LGA-04,yam,2023_dry,1199.0,7.56,9070.6,Grade B
Akwa Ibom,Akwa Ibom-LGA-02,millet,2025_wet,1588.4,1.42,2262.6,Grade B
Benue,Benue-LGA-03,cocoa,2025_wet,100.0,0.3,30.2,Grade C
Yobe,Yobe-LGA-14,cassava,2024_dry,183.1,6.84,1251.7,Grade A
Kano,Kano-LGA-12,oil_palm,2023_dry,135.5,4.16,564.0,Grade B
Jigawa,Jigawa-LGA-06,maize,2022_wet,100.0,1.82,182.2,Grade A
Ebonyi,Ebonyi-LGA-14,sorghum,2022_dry,1314.8,1.11,1456.5,Grade B
Jigawa,Jigawa-LGA-08,oil_palm,2023_wet,940.1,2.4,2252.8,Grade C
Kano,Kano-LGA-09,yam,2022_wet,148.7,12.85,1910.3,Grade A
Abia,Abia-LGA-04,rice,2024_dry,2789.2,3.87,10790.8,Grade A
Kaduna,Kaduna-LGA-12,yam,2025_wet,2134.4,13.15,28068.0,Grade B
Osun,Osun-LGA-05,cocoa,2022_wet,395.0,0.68,267.4,Grade A
Kwara,Kwara-LGA-13,cassava,2023_wet,1187.6,6.76,8030.3,Grade B
Osun,Osun-LGA-06,cassava,2023_dry,100.0,12.52,1251.7,Grade B
Borno,Borno-LGA-09,cocoa,2024_dry,1288.4,0.1,128.8,Grade C
Oyo,Oyo-LGA-10,cassava,2024_wet,5467.9,11.79,64470.4,Grade B
Osun,Osun-LGA-01,rice,2022_dry,188.0,2.57,482.6,Grade B
Bauchi,Bauchi-LGA-05,rice,2024_wet,765.5,2.98,2284.3,Grade B
Edo,Edo-LGA-07,oil_palm,2023_dry,2196.0,3.27,7179.7,Grade A
Anambra,Anambra-LGA-02,rice,2025_wet,247.8,3.61,893.8,Grade B
Kwara,Kwara-LGA-08,sorghum,2025_wet,256.4,1.65,423.6,Grade A
Kano,Kano-LGA-07,rice,2023_dry,100.0,2.02,201.8,Grade B
Cross River,Cross River-LGA-02,cassava,2024_wet,100.0,12.54,1253.9,Grade B
Nasarawa,Nasarawa-LGA-14,yam,2025_wet,100.0,9.25,924.5,Grade B
Katsina,Katsina-LGA-05,maize,2022_wet,6616.3,1.36,9028.0,Grade A
Imo,Imo-LGA-01,millet,2022_wet,6096.3,1.52,9259.1,Grade B
Niger,Niger-LGA-06,millet,2024_wet,503.3,0.73,365.0,Grade B
Anambra,Anambra-LGA-12,cassava,2025_wet,100.0,9.98,997.8,Grade B
Akwa Ibom,Akwa Ibom-LGA-06,sorghum,2024_dry,576.0,1.64,945.8,Grade B
Ogun,Ogun-LGA-12,millet,2025_wet,1240.2,0.74,916.3,Grade C
Zamfara,Zamfara-LGA-01,cocoa,2023_wet,381.6,0.3,115.9,Grade C
Bayelsa,Bayelsa-LGA-14,yam,2023_dry,354.9,12.45,4419.9,Grade C
Kogi,Kogi-LGA-01,millet,2024_wet,755.5,1.24,936.6,Grade A
FCT,FCT-LGA-04,oil_palm,2024_dry,1622.5,4.68,7594.5,Grade A
Zamfara,Zamfara-LGA-05,millet,2022_dry,100.0,0.42,42.4,Grade B
Katsina,Katsina-LGA-09,maize,2023_dry,1249.8,1.35,1684.3,Grade A
Akwa Ibom,Akwa Ibom-LGA-04,yam,2022_wet,1132.9,10.45,11836.5,Grade C
Taraba,Taraba-LGA-04,rice,2022_dry,950.6,3.83,3637.6,Grade B
Kwara,Kwara-LGA-14,rice,2025_wet,167.8,2.57,430.5,Grade B
Gombe,Gombe-LGA-11,maize,2022_dry,568.5,1.28,729.8,Grade C
Oyo,Oyo-LGA-01,millet,2023_wet,100.0,1.03,103.0,Grade C
Lagos,Lagos-LGA-12,sorghum,2023_dry,128.8,1.28,165.4,Grade B
Bayelsa,Bayelsa-LGA-10,cocoa,2024_wet,4161.8,0.61,2529.9,Grade B
Lagos,Lagos-LGA-02,oil_palm,2023_dry,401.6,3.28,1316.3,Grade C
Abia,Abia-LGA-12,sorghum,2022_dry,498.2,1.36,679.1,Grade A
Enugu,Enugu-LGA-10,yam,2024_wet,3500.3,12.92,45224.2,Grade B
Delta,Delta-LGA-10,sorghum,2023_wet,100.0,1.8,180.2,Grade C
Adamawa,Adamawa-LGA-02,maize,2023_wet,277.8,0.91,252.5,Grade B
Adamawa,Adamawa-LGA-06,sorghum,2023_dry,100.0,1.14,114.3,Grade B
Ondo,Ondo-LGA-08,oil_palm,2023_dry,972.8,5.44,5293.6,Grade B
Benue,Benue-LGA-01,rice,2025_wet,353.0,1.81,637.4,Grade B
Borno,Borno-LGA-13,sorghum,2022_wet,100.0,0.45,45.2,Grade A
Borno,Borno-LGA-05,millet,2022_wet,543.7,0.66,358.0,Grade C
Ebonyi,Ebonyi-LGA-11,cocoa,2024_dry,462.4,0.41,189.4,Grade B
Bayelsa,Bayelsa-LGA-05,millet,2022_wet,431.4,0.96,415.7,Grade B
Delta,Delta-LGA-03,cocoa,2023_wet,537.8,0.54,290.8,Grade B
Enugu,Enugu-LGA-07,yam,2023_dry,100.0,14.59,1458.7,Grade B
Cross River,Cross River-LGA-07,rice,2022_dry,686.8,3.43,2353.0,Grade C
Plateau,Plateau-LGA-06,oil_palm,2022_wet,120.5,3.15,379.3,Grade A
Kebbi,Kebbi-LGA-01,cocoa,2024_dry,100.0,0.18,18.2,Grade B
Kebbi,Kebbi-LGA-10,maize,2022_dry,813.2,2.15,1747.9,Grade C
Imo,Imo-LGA-09,maize,2024_dry,290.1,2.55,739.7,Grade C
Kogi,Kogi-LGA-08,maize,2022_wet,2891.1,1.89,5465.8,Grade C
Yobe,Yobe-LGA-09,millet,2023_dry,100.0,1.4,139.7,Grade B
Kano,Kano-LGA-06,millet,2022_wet,217.1,0.68,148.6,Grade C
Osun,Osun-LGA-14,yam,2022_wet,1649.9,11.34,18704.9,Grade C
Ogun,Ogun-LGA-04,cassava,2022_wet,3884.7,10.7,41563.4,Grade B
Plateau,Plateau-LGA-11,millet,2022_dry,888.8,1.06,939.3,Grade C
Borno,Borno-LGA-08,millet,2024_wet,356.2,0.65,232.7,Grade A
Abia,Abia-LGA-01,oil_palm,2022_dry,1615.5,5.27,8515.5,Grade A
Ebonyi,Ebonyi-LGA-08,rice,2023_wet,7613.8,3.62,27596.6,Grade A
Lagos,Lagos-LGA-03,cocoa,2023_wet,3488.5,0.45,1569.0,Grade B
Adamawa,Adamawa-LGA-01,sorghum,2025_wet,2002.2,0.75,1497.3,Grade B
Zamfara,Zamfara-LGA-12,millet,2022_dry,236.1,0.3,70.8,Grade A
Zamfara,Zamfara-LGA-04,yam,2022_wet,740.7,8.28,6130.5,Grade A
Edo,Edo-LGA-09,yam,2023_wet,1772.4,14.28,25308.8,Grade B
Kogi,Kogi-LGA-06,cocoa,2025_wet,23558.5,0.35,8309.2,Grade C
Cross River,Cross River-LGA-10,cocoa,2023_dry,474.2,0.3,143.8,Grade B
Plateau,Plateau-LGA-04,sorghum,2024_wet,133.5,1.37,183.5,Grade B
Ogun,Ogun-LGA-05,yam,2023_dry,421.5,8.55,3605.1,Grade B
Adamawa,Adamawa-LGA-01,cassava,2023_dry,716.3,7.01,5017.8,Grade A
Edo,Edo-LGA-08,millet,2022_wet,1153.4,1.24,1428.2,Grade B
Sokoto,Sokoto-LGA-03,oil_palm,2022_dry,638.3,4.68,2985.2,Grade C
Nasarawa,Nasarawa-LGA-06,cassava,2023_dry,100.0,9.24,923.9,Grade B
Delta,Delta-LGA-05,oil_palm,2022_wet,4589.6,4.05,18570.9,Grade B
Osun,Osun-LGA-03,oil_palm,2024_wet,447.3,2.8,1253.7,Grade C
Bauchi,Bauchi-LGA-09,cocoa,2023_wet,188.9,0.4,76.4,Grade B
Ogun,Ogun-LGA-09,cocoa,2023_wet,293.9,0.44,128.5,Grade C
Anambra,Anambra-LGA-06,yam,2024_wet,1185.7,14.33,16993.0,Grade B
Katsina,Katsina-LGA-04,sorghum,2024_dry,123.7,0.3,37.1,Grade B
Kano,Kano-LGA-03,cassava,2022_wet,562.8,8.55,4814.6,Grade B
Edo,Edo-LGA-09,sorghum,2023_dry,109.6,1.05,115.6,Grade A
Taraba,Taraba-LGA-08,oil_palm,2024_wet,100.0,5.54,553.5,Grade B
Borno,Borno-LGA-06,sorghum,2024_wet,973.1,0.3,291.9,Grade B
Kaduna,Kaduna-LGA-01,millet,2025_wet,332.8,1.41,470.1,Grade A
Oyo,Oyo-LGA-03,cassava,2022_dry,1083.6,12.69,13749.2,Grade A
Edo,Edo-LGA-12,maize,2024_dry,1815.1,2.33,4230.8,Grade A
Abia,Abia-LGA-14,yam,2023_dry,100.0,9.19,918.9,Grade C
Gombe,Gombe-LGA-09,cocoa,2022_dry,625.6,0.53,333.4,Grade B
Sokoto,Sokoto-LGA-08,rice,2022_wet,685.1,2.28,1562.0,Grade A
Edo,Edo-LGA-05,yam,2024_wet,100.0,12.17,1217.3,Grade A
Anambra,Anambra-LGA-05,yam,2023_wet,237.8,8.21,1953.4,Grade C
Benue,Benue-LGA-05,yam,2022_dry,660.8,13.39,8850.4,Grade C
Ekiti,Ekiti-LGA-13,cassava,2022_dry,50000.0,5.58,278754.1,Grade B
Niger,Niger-LGA-09,yam,2022_dry,277.5,10.78,2991.5,Grade A
Akwa Ibom,Akwa Ibom-LGA-08,oil_palm,2025_wet,1224.1,4.26,5214.3,Grade C
Niger,Niger-LGA-12,yam,2022_wet,548.3,13.16,7215.6,Grade A
Niger,Niger-LGA-10,cassava,2024_dry,2389.7,12.22,29213.2,Grade A
Rivers,Rivers-LGA-03,yam,2022_dry,568.8,11.3,6428.4,Grade B
Osun,Osun-LGA-11,millet,2022_wet,1829.9,0.75,1372.9,Grade A
Ogun,Ogun-LGA-04,cocoa,2023_wet,194.7,0.41,79.9,Grade A
Gombe,Gombe-LGA-05,yam,2025_wet,100.0,13.57,1357.2,Grade B
Adamawa,Adamawa-LGA-09,maize,2024_wet,2167.0,0.62,1339.2,Grade B
